date,distance_m,time_sec,elevation_gain,avg_heartrate,max_heartrate,avg_speed_ms,distance_km,pace_min_km
2024-03-09T08:27:29Z,5009.8,1452,36.3,,,3.45,5.0098,4.830532156972334
2024-03-07T16:07:41Z,6447.4,1904,46.0,,,3.386,6.4474,4.921880654734208
2024-03-06T17:21:52Z,6678.1,2058,30.5,,,3.245,6.678100000000001,5.136191431694643
2024-03-05T16:21:54Z,6439.9,1835,55.6,,,3.509,6.4399,4.749038546147197
2024-03-04T17:34:48Z,4831.3,1649,88.5,,,2.93,4.831300000000001,5.688600031737489
2024-03-03T15:04:21Z,10955.0,3542,36.7,,,3.093,10.955,5.388711395101171
2024-03-02T09:33:31Z,14496.0,4302,149.9,,,3.37,14.496,4.946192052980132
2024-02-28T17:39:22Z,6742.9,1963,28.1,,,3.435,6.7429,4.852017183506603
2024-02-27T16:09:18Z,7380.4,2013,47.6,,,3.666,7.3804,4.545824074575903
2024-02-26T15:31:39Z,7245.7,2077,56.2,,,3.489,7.2457,4.777546222817211
2024-02-21T16:30:47Z,6439.6,2104,24.0,,,3.061,6.4396,5.445472803693812
2024-02-18T09:47:07Z,5028.2,1444,38.8,,,3.482,5.0282,4.78633838484282
2024-02-17T14:57:15Z,10014.1,3234,156.1,,,3.097,10.014100000000001,5.382410800770913
2024-02-13T15:46:17Z,4830.7,1340,37.1,,,3.605,4.8307,4.6232085067036515
2024-02-12T15:21:52Z,5010.3,1437,21.9,,,3.487,5.0103,4.780152885056783
2024-02-10T13:10:46Z,9658.6,2785,96.2,,,3.468,9.6586,4.805734440464112
2024-02-09T12:15:10Z,4832.7,1331,34.6,,,3.631,4.8327,4.590256654320221
2024-02-07T16:47:01Z,772.1,231,4.0,,,3.342,0.7721,4.986400725294651
2024-02-07T15:30:15Z,6841.9,2015,21.4,,,3.395,6.8419,4.908480587750966
2024-02-06T16:46:27Z,9667.0,2838,95.1,,,3.406,9.667,4.892934726388745
2024-02-05T15:59:19Z,8051.5,2389,70.4,,,3.37,8.0515,4.945248297418701
2024-02-04T10:58:51Z,16099.0,4825,162.3,,,3.337,16.099,4.9951342733503115
2024-02-03T14:44:21Z,11267.9,3978,29.8,,,2.833,11.2679,5.883971281250277
2024-02-03T09:13:45Z,5005.7,1469,21.8,,,3.408,5.0057,4.891090823128301
2024-02-01T15:38:36Z,4835.6,1756,16.4,,,2.754,4.8356,6.052334077811784
2024-01-31T12:02:57Z,5636.0,1635,44.2,,,3.447,5.636,4.8349893541518805
2024-01-30T16:56:56Z,10303.0,3142,96.5,,,3.279,10.303,5.082662007829434
2024-01-29T15:31:13Z,8050.5,2372,75.7,,,3.394,8.0505,4.910668074446722
2024-01-28T11:14:47Z,11273.5,3337,126.7,,,3.378,11.2735,4.933398382637749
2024-01-25T16:19:30Z,8049.2,2393,68.8,,,3.364,8.049199999999999,4.954943762527125
2024-01-24T15:46:20Z,5635.4,1853,43.1,,,3.041,5.6354,5.480238019188227
2024-01-23T15:43:55Z,6843.1,2013,53.8,,,3.399,6.843100000000001,4.902748754219578
2024-01-22T12:04:27Z,9989.8,2976,75.8,,,3.357,9.989799999999999,4.9650643656529665
2024-01-20T10:13:00Z,4990.8,1764,45.8,,,2.829,4.9908,5.890839144025006
2024-01-19T11:58:26Z,4834.4,1580,26.6,,,3.06,4.8344,5.447073749241547
2024-01-14T09:30:17Z,4834.4,1511,22.2,,,3.199,4.8344,5.209195212091125
2023-12-24T09:55:55Z,5236.6,1589,47.4,,,3.296,5.2366,5.057352735235331
2023-12-21T10:33:58Z,5638.4,1798,54.5,,,3.136,5.6384,5.3147465001891785
2023-12-16T10:35:32Z,4836.1,1388,22.1,,,3.484,4.8361,4.783468773047153
2023-12-14T12:33:39Z,5237.6,1680,28.5,,,3.118,5.2376000000000005,5.345959981670994
2023-12-11T10:22:19Z,4831.7,1493,49.5,,,3.236,4.8317,5.150016212375217
2023-12-09T10:20:07Z,5156.6,1499,44.9,,,3.44,5.1566,4.844923657707275
2023-12-07T15:50:11Z,4951.7,1515,42.7,,,3.268,4.9517,5.099258840398248
2023-12-06T11:10:39Z,5068.9,1533,38.0,,,3.307,5.068899999999999,5.04054134033025
2023-11-26T10:51:09Z,6443.6,2035,99.0,,,3.166,6.4436,5.263620750305212
2023-11-23T14:36:13Z,8703.7,2677,42.6,,,3.251,8.703700000000001,5.126172394115912
2023-11-20T15:18:23Z,5635.6,1717,42.7,,,3.282,5.6356,5.077838502850923
2023-11-06T10:49:35Z,5408.9,1642,37.3,,,3.294,5.4089,5.059562326289387
2023-11-02T17:15:52Z,5074.1,1694,36.1,,,2.995,5.0741000000000005,5.564205146397062
2023-10-16T15:31:36Z,4837.7,1416,29.9,,,3.416,4.8377,4.87835128263431
2023-10-15T14:33:22Z,4828.3,1677,33.9,,,2.879,4.8283000000000005,5.7887869436447605
2023-10-14T10:08:45Z,4830.4,1524,22.3,,,3.17,4.8304,5.258363696588274
2023-10-02T17:05:48Z,4934.7,1573,18.4,,,3.137,4.934699999999999,5.312717422876095
2023-10-01T10:36:47Z,5154.1,1575,19.2,,,3.272,5.154100000000001,5.093032731223685
2023-09-29T14:59:25Z,4830.5,1579,22.4,,,3.059,4.8305,5.448021253838458
2023-09-27T18:31:25Z,5352.5,1822,16.0,,,2.938,5.3525,5.673361357621049
2023-09-15T15:41:16Z,5509.0,2583,91.5,,,2.133,5.509,7.8144853875476485
2023-09-14T14:49:53Z,3657.9,1137,18.2,,,3.217,3.6579,5.180568085513546
2023-09-08T17:36:42Z,4833.3,1513,18.4,,,3.195,4.8333,5.2172773605335205
2023-09-07T16:59:27Z,5795.2,1843,40.4,,,3.144,5.7951999999999995,5.300363519234309
2023-09-05T18:43:00Z,4833.9,1483,29.5,,,3.26,4.8339,5.113193625574932
2023-09-04T17:11:08Z,4832.3,1417,21.5,,,3.41,4.8323,4.887251757272244
2023-08-12T09:38:51Z,4839.8,1548,46.7,,,3.126,4.8398,5.330798793338568
2023-08-07T10:10:32Z,6446.8,2156,102.9,,,2.99,6.4468000000000005,5.573824739922648
2023-08-04T09:50:33Z,8051.2,2577,105.3,,,3.124,8.0512,5.334608505564389
2023-08-01T15:17:43Z,3623.2,1248,34.2,,,2.903,3.6231999999999998,5.740781629498787
2023-07-17T16:48:58Z,5152.9,1542,45.1,,,3.342,5.1529,4.9874827766888545
2023-07-12T17:58:51Z,4829.3,1717,128.0,,,2.813,4.8293,5.925634494992373
2023-07-10T16:51:44Z,5836.2,1815,2.1,,,3.216,5.8362,5.18316712929646
2023-06-29T09:15:19Z,4833.2,1566,52.6,,,3.086,4.8332,5.400148969626749
2023-06-27T09:57:47Z,4835.6,1521,42.8,,,3.179,4.8356,5.242369095872281
2023-06-24T09:07:39Z,8057.1,2262,4.3,,,3.562,8.0571,4.6791029030296265
2023-06-23T09:22:17Z,5070.7,1596,45.0,,,3.177,5.0706999999999995,5.245824047961821
2023-06-21T09:52:14Z,5238.5,1658,45.5,,,3.16,5.2385,5.275046928191912
2023-06-20T09:51:22Z,8052.9,2617,117.3,,,3.077,8.0529,5.416268259467604
2023-06-19T10:29:04Z,4830.9,1518,41.0,,,3.182,4.8309,5.237119377341696
2023-06-16T10:14:30Z,6444.7,2084,54.0,,,3.092,6.4447,5.389441453183753
2023-06-12T10:24:43Z,6440.3,1848,17.4,,,3.485,6.440300000000001,4.782385913699672
2023-06-10T18:28:41Z,4835.2,1513,41.0,,,3.196,4.8351999999999995,5.215227222589896
2023-06-09T15:35:56Z,5149.5,1663,59.3,,,3.097,5.1495,5.382399585720297
2023-06-07T15:08:55Z,7243.1,2298,3.1,,,3.152,7.2431,5.287791139153125
2023-06-06T11:40:16Z,4833.7,1490,33.1,,,3.244,4.833699999999999,5.137541289971106
2023-06-05T16:23:20Z,4832.9,1538,48.8,,,3.142,4.8328999999999995,5.303923800064834
2023-06-04T16:33:51Z,5070.9,1609,56.4,,,3.152,5.0709,5.288344606808785
2023-05-29T18:30:47Z,4829.6,1612,45.2,,,2.996,4.8296,5.562917563911435
2023-05-25T16:31:50Z,5080.0,1588,45.4,,,3.199,5.08,5.209973753280839
2023-05-22T15:01:16Z,4835.2,1448,39.3,,,3.339,4.8351999999999995,4.9911758217516
2023-05-21T12:08:46Z,6446.2,2079,56.1,,,3.101,6.4462,5.375259843008283
2023-05-19T10:10:30Z,4834.5,1569,45.0,,,3.081,4.8345,5.409039197435101
2023-05-17T11:10:49Z,5074.2,1641,45.3,,,3.092,5.074199999999999,5.390012218674866
2023-05-13T17:21:56Z,3218.1,1211,29.4,,,2.657,3.2180999999999997,6.271816703437847
2023-05-09T16:49:18Z,3590.2,1270,36.4,,,2.827,3.5902,5.895678977958517
2023-05-01T16:21:45Z,4835.2,1481,38.7,,,3.265,4.8351999999999995,5.10492499448489
2023-04-19T16:13:40Z,5638.5,1734,41.0,,,3.252,5.6385,5.125476633856522
2023-04-14T19:09:19Z,4830.8,1523,27.4,,,3.172,4.8308,5.254478209268306
2023-04-12T14:29:49Z,5187.7,3606,90.5,,,1.439,5.1876999999999995,11.585095514389808
2023-04-03T17:51:25Z,4832.4,1416,34.7,,,3.413,4.8324,4.883701680324477
2023-03-29T15:26:24Z,4836.2,1428,25.2,,,3.387,4.8362,4.921219138993425
2023-03-19T16:02:10Z,2128.7,846,0.0,,,2.516,2.1287,6.62376098088035
2023-03-17T14:09:39Z,4184.6,2523,95.6,,,1.659,4.1846000000000005,10.048750179228598
2023-03-12T13:30:33Z,4464.5,1230,33.3,,,3.63,4.4645,4.59177959457946
2023-03-09T09:22:59Z,11268.0,3623,85.3,,,3.11,11.268,5.358833274168737
2023-03-08T14:31:54Z,4833.2,1455,25.2,,,3.322,4.8332,5.017379789787305
2023-03-06T13:33:54Z,4833.2,1493,25.3,,,3.237,4.8332,5.148417887389997
2023-03-03T16:04:43Z,5879.5,1848,29.5,,,3.182,5.8795,5.238540692235734
2023-02-20T17:40:36Z,3705.5,1354,29.7,,,2.737,3.7055,6.090046327531148
2023-02-19T17:30:10Z,3870.6,1335,9.5,,,2.899,3.8706,5.748462770629876
2023-02-12T09:37:50Z,8053.5,2524,46.3,,,3.191,8.0535,5.223401833571326
2023-02-10T16:33:59Z,5074.6,1461,25.5,,,3.473,5.0746,4.798407756276357
2023-02-08T16:17:14Z,6604.9,1965,31.2,,,3.361,6.6049,4.958439946100622
2023-02-06T14:51:05Z,4836.7,1404,22.9,,,3.445,4.8366999999999996,4.83800938656522
2023-02-05T18:14:39Z,6845.9,2124,31.0,,,3.223,6.845899999999999,5.170978249755328
2023-02-01T14:40:37Z,4836.0,1426,22.9,,,3.391,4.836,4.914529914529914
2023-01-29T16:32:48Z,5234.0,1605,23.2,,,3.261,5.234,5.110813909056171
2023-01-27T16:12:42Z,4831.9,1442,25.6,,,3.351,4.831899999999999,4.973888808405253
2023-01-23T14:01:34Z,4586.8,1384,28.2,,,3.314,4.5868,5.028923577802971
2023-01-20T14:32:52Z,6443.4,1920,36.9,,,3.356,6.4434,4.966322128069033
2023-01-18T14:36:09Z,9662.1,2904,74.8,,,3.327,9.6621,5.009262996657041
2023-01-16T13:40:29Z,6440.6,2003,58.9,,,3.215,6.440600000000001,5.183264499166744
2023-01-13T17:24:58Z,1049.9,333,7.4,,,3.153,1.0499,5.286217735022382
2023-01-13T16:42:22Z,6441.7,1917,40.9,,,3.36,6.4417,4.959870841548039
2023-01-11T14:41:07Z,4827.1,1472,29.2,,,3.279,4.827100000000001,5.082416633865744
2023-01-09T13:43:48Z,6441.0,1994,47.6,,,3.23,6.441,5.159654297986855
2023-01-05T14:02:54Z,4832.1,1581,45.1,,,3.056,4.8321000000000005,5.4531156226071476
2022-12-29T18:20:53Z,6438.2,2082,56.3,,,3.092,6.4382,5.389705197104782
2022-12-25T15:53:52Z,6451.4,2290,97.7,,,2.817,6.4514,5.916028562275889
2022-12-21T14:58:41Z,5635.0,1972,33.6,,,2.857,5.635,5.832593907128069
2022-11-30T13:47:51Z,5642.9,1912,30.9,,,2.951,5.6429,5.647214493729583
2022-11-26T15:42:59Z,9657.9,3290,119.4,,,2.936,9.6579,5.677562755188326
2022-11-24T14:30:57Z,5643.1,1767,40.6,,,3.194,5.6431000000000004,5.218762736793606
2022-11-22T15:38:47Z,5801.9,1898,40.8,,,3.057,5.8019,5.452236910897005
2022-11-21T15:36:00Z,9660.9,3293,71.2,,,2.934,9.6609,5.680975202448357
2022-11-10T15:30:55Z,5477.5,1869,53.8,,,2.931,5.4775,5.686900958466453
2022-11-09T15:19:44Z,5808.5,2162,100.7,,,2.687,5.8085,6.203552265358239
2022-11-06T18:00:10Z,6442.5,1902,39.8,,,3.387,6.4425,4.920450135816841
2022-11-03T18:34:56Z,2152.1,686,8.2,,,3.137,2.1521,5.31264036677354
2022-11-02T16:25:05Z,6686.6,1992,45.9,,,3.357,6.6866,4.965154188974965
2022-10-27T15:13:29Z,6444.0,2073,41.2,,,3.109,6.444,5.361576660459342
2022-10-23T11:50:05Z,11273.3,3467,73.1,,,3.252,11.273299999999999,5.1256804425796645
2022-10-18T17:04:16Z,5540.9,1922,33.1,,,2.883,5.5409,5.7812509399796665
2022-10-05T15:07:56Z,4834.1,1451,39.6,,,3.332,4.8341,5.002654751315308
2022-09-30T13:50:02Z,4832.8,1572,44.9,,,3.074,4.8328,5.42128786624731
2022-09-26T15:12:15Z,9661.7,3424,108.2,,,2.822,9.661700000000002,5.906482986085954
2022-09-15T15:53:25Z,12881.2,3621,101.8,,,3.557,12.881200000000002,4.685122504114523
2022-09-14T17:31:47Z,3227.6,956,36.5,,,3.376,3.2276,4.936588590077251
2022-09-13T15:38:41Z,7484.5,2466,42.0,,,3.035,7.4845,5.491348787494155
2022-09-10T10:32:25Z,6686.0,2333,62.7,,,2.866,6.686,5.815634659487486
2022-09-04T10:55:00Z,21169.0,6936,127.7,,,3.052,21.169,5.460815343190514
2022-08-28T22:41:33Z,455.5,141,5.1,,,3.23,0.4555,5.159165751920966
2022-08-21T07:40:03Z,21081.9,6255,0.0,,,3.364,21.0819,4.9450002134532465
2022-08-18T15:27:10Z,7246.3,2231,4.0,,,3.248,7.2463,5.131354392356559
2022-08-17T18:17:59Z,9263.7,2959,130.5,,,3.131,9.2637,5.32364677900479
2022-08-13T08:30:36Z,5856.6,1939,46.8,,,3.02,5.8566,5.517991098361962
2022-08-12T09:36:13Z,3853.7,1364,64.0,151.6,167.0,2.825,3.8537,5.899092646893462
2022-08-11T09:57:00Z,7246.2,2285,100.8,,,3.171,7.2462,5.255628237328991
2022-08-10T10:05:58Z,8054.5,2602,103.6,,,3.095,8.0545,5.384153785668467
2022-08-07T17:38:01Z,11273.8,3782,123.2,,,2.981,11.2738,5.59113460708309
2022-08-04T09:13:11Z,6439.7,2098,10.8,,,3.069,6.4397,5.429859569027543
2022-08-01T09:42:48Z,9659.9,5280,521.3,,,1.83,9.6599,9.109825153469497
2022-07-31T08:58:06Z,3225.8,1051,20.3,,,3.069,3.2258,5.43017752702172
2022-07-16T04:58:55Z,5176.3,1446,58.0,,,3.58,5.1763,4.655835249116164
2022-07-16T04:38:40Z,1044.6,379,0.0,144.7,165.0,2.756,1.0446,6.046971727615036
2022-07-15T20:56:24Z,1101.6,454,0.0,149.0,168.0,2.426,1.1016,6.868796901476641
2022-07-15T20:02:06Z,6451.5,1769,36.6,,,3.647,6.4515,4.5699966416078945
2022-07-15T12:34:38Z,1407.2,483,2.1,,,2.913,1.4072,5.720579874928937
2022-07-15T11:11:46Z,11278.6,3361,28.4,,,2.852,11.2786,4.966632974541757
2022-07-12T18:07:32Z,9965.6,3483,162.4,,,2.861,9.9656,5.825038131171229
2022-07-10T17:37:36Z,4839.9,1590,45.3,,,3.044,4.839899999999999,5.475319738011117
2022-07-08T17:11:25Z,3818.5,1335,31.5,,,2.86,3.8185,5.826895377766139
2022-07-07T16:53:56Z,3229.7,1054,37.8,,,3.064,3.2297,5.439101670949831
2022-06-28T18:05:58Z,10023.3,3224,162.3,,,3.109,10.023299999999999,5.3608425701448965
2022-06-25T09:01:37Z,8050.6,2230,4.4,,,3.61,8.050600000000001,4.616633128793712
2022-06-24T10:24:36Z,4837.7,1527,45.1,,,3.168,4.8377,5.260764412840813
2022-06-22T17:03:54Z,5235.1,1632,14.9,,,3.208,5.2351,5.195698267463849
2022-06-21T18:05:53Z,10014.2,3298,162.3,,,3.036,10.0142,5.488872467762444
2022-06-17T17:12:33Z,10875.0,3340,109.3,,,3.256,10.875,5.118773946360153
2022-06-15T15:24:00Z,4838.2,1480,44.3,,,3.269,4.8382,5.0983148002700736
2022-06-11T11:03:36Z,10225.3,3732,253.3,,,2.74,10.225299999999999,6.082951111458834
2022-06-09T10:34:04Z,9665.4,3114,125.4,,,3.104,9.6654,5.36966912905829
2022-06-07T19:36:24Z,923.8,438,16.3,,,2.109,0.9238,7.902143321065166
2022-06-07T18:34:05Z,8267.1,2423,161.0,,,3.406,8.267100000000001,4.884824585808001
2022-06-07T18:05:54Z,1293.4,424,28.9,,,3.05,1.2934,5.463635895056955
2022-06-06T14:50:45Z,6041.4,2112,131.5,,,2.861,6.041399999999999,5.826464064620784
2022-06-04T12:49:48Z,5639.6,1874,108.9,,,3.009,5.639600000000001,5.538217840508783
2022-05-27T16:31:50Z,12912.4,3868,151.0,,,3.338,12.9124,4.9926169160393625
2022-05-25T14:52:30Z,4836.6,1490,47.7,,,3.246,4.836600000000001,5.134460847151579
2022-05-24T17:15:10Z,6446.1,2058,102.8,,,3.132,6.4461,5.3210468345200965
2022-05-23T18:01:36Z,4835.6,1535,45.6,,,3.15,4.8356,5.2906223288388885
2022-05-20T17:56:57Z,4838.1,1369,33.5,,,3.534,4.838100000000001,4.716038665316273
2022-05-17T17:02:04Z,8854.2,2821,135.1,,,3.139,8.8542,5.310097656102942
2022-05-14T12:31:00Z,5251.8,1502,47.1,,,3.497,5.2518,4.766619698643005
2022-05-13T15:12:55Z,5232.8,1604,54.8,,,3.262,5.2328,5.108800896906692
2022-05-11T22:49:37Z,9656.1,2520,0.0,,,3.832,9.6561,4.349582129431137
2022-05-10T15:56:15Z,6215.4,1766,42.8,,,3.519,6.2154,4.735549334448843
2022-05-09T16:31:27Z,7241.8,2056,28.8,,,3.522,7.2418000000000005,4.731788597678293
2022-05-07T09:32:07Z,8655.6,2417,14.4,,,3.581,8.6556,4.654019748293975
2022-05-06T16:06:25Z,8057.6,2380,83.4,,,3.386,8.0576,4.922888535875033
2022-05-05T17:30:38Z,7242.1,2025,0.0,,,3.576,7.242100000000001,4.660250479833197
2022-05-04T14:30:02Z,4399.8,1336,51.2,,,3.293,4.3998,5.060836098610543
2022-05-03T16:04:03Z,8157.0,2463,102.6,,,3.312,8.157,5.032487434105676
2022-05-02T16:56:52Z,8059.9,2345,31.0,,,3.437,8.059899999999999,4.849108963303929
2022-05-01T09:05:21Z,7242.1,1890,0.0,,,3.832,7.242100000000001,4.349567114510984
2022-04-29T18:51:41Z,3228.9,1018,20.6,,,3.172,3.2289,5.254627478914387
2022-04-28T22:52:55Z,8046.7,2400,0.0,,,3.353,8.0467,4.970981893198454
2022-04-27T15:01:38Z,4838.8,1458,45.2,,,3.319,4.8388,5.021906257749856
2022-04-26T16:04:33Z,12339.1,3526,84.7,,,3.499,12.3391,4.7626380097954195
2022-04-25T16:11:49Z,8060.3,2514,49.7,,,3.206,8.0603,5.198317680483357
2022-04-23T16:47:21Z,3218.7,737,0.0,,,4.367,3.2186999999999997,3.816240511179462
2022-04-23T13:53:38Z,7241.2,2067,43.9,,,3.503,7.2412,4.7574987571120815
2022-04-22T16:10:25Z,9666.1,3047,114.4,,,3.172,9.6661,5.253756254676998
2022-04-21T22:37:44Z,9656.1,2520,0.0,,,3.832,9.6561,4.349582129431137
2022-04-20T16:17:53Z,5773.6,1522,36.0,,,3.793,5.7736,4.393561498314166
2022-04-19T21:30:52Z,10460.8,2730,0.0,,,3.832,10.460799999999999,4.349571734475375
2022-04-18T16:55:23Z,7656.2,2362,63.9,,,3.241,7.6562,5.141802286599967
2022-04-16T10:05:11Z,11269.9,3468,77.6,,,3.25,11.2699,5.128705667308494
2022-04-15T09:32:44Z,8057.6,2424,20.0,,,3.324,8.0576,5.013899920571882
2022-04-13T10:23:10Z,4837.7,1503,41.1,,,3.219,4.8377,5.1780804927961634
2022-04-12T08:54:46Z,6122.5,1769,31.2,,,3.461,6.1225,4.815570981352933
2022-04-11T08:43:07Z,9662.6,3074,69.4,,,3.143,9.662600000000001,5.302230593560049
2022-04-09T10:18:16Z,8859.2,1622,33.6,,,5.462,8.859200000000001,3.0514418156643184
2022-04-08T16:14:28Z,6449.2,1993,88.5,,,3.236,6.449199999999999,5.150509623932685
2022-04-07T23:25:19Z,8046.7,2100,0.0,,,3.832,8.0467,4.349609156548648
2022-04-06T20:47:23Z,5632.7,1750,0.0,,,3.219,5.6327,5.178096945810476
2022-04-05T16:14:59Z,11188.6,3208,32.4,,,3.488,11.188600000000001,4.778673530796227
2022-04-04T16:14:56Z,14897.0,4610,143.0,,,3.231,14.897,5.157638003177373
2022-04-02T11:00:22Z,11265.4,3360,0.0,,,3.353,11.2654,4.970973067978057
2022-04-01T17:33:53Z,4828.0,1575,0.0,,,3.065,4.828,5.4370339685169835
2022-03-31T18:48:02Z,12874.8,2400,0.0,,,5.365,12.874799999999999,3.106844378165098
2022-03-30T18:23:29Z,6437.4,2040,0.0,,,3.156,6.437399999999999,5.281635442880667
2022-03-29T16:15:46Z,8460.0,2840,124.3,,,2.979,8.46,5.594956658786446
2022-03-28T16:10:56Z,10165.4,2894,28.7,,,3.513,10.1654,4.744853457152039
2022-03-26T09:13:58Z,7903.8,1949,28.1,,,4.055,7.9038,4.109837462149009
2022-03-25T16:24:17Z,9996.9,2991,159.1,,,3.342,9.9969,4.986545829207055
2022-03-24T21:45:50Z,6437.4,1920,0.0,,,3.353,6.437399999999999,4.9709510050641565
2022-03-23T19:54:08Z,6437.4,2040,0.0,,,3.156,6.437399999999999,5.281635442880667
2022-03-22T16:12:32Z,7807.6,2511,82.6,,,3.109,7.807600000000001,5.360161893539628
2022-03-21T16:30:49Z,8055.6,1942,9.8,,,4.148,8.0556,4.017908866709701
2022-03-19T09:12:18Z,10182.7,2793,20.6,,,3.646,10.1827,4.571479077258487
2022-03-18T16:55:03Z,6450.3,1893,57.6,,,3.407,6.4503,4.891245368432476
2022-03-17T16:06:01Z,11607.8,3834,151.2,,,3.028,11.6078,5.5049191061183
2022-03-16T14:45:00Z,4023.4,1275,0.0,,,3.156,4.0234000000000005,5.281602624645822
2022-03-15T12:07:39Z,11280.3,3209,26.2,,,3.515,11.280299999999999,4.741304161532348
2022-03-14T11:23:48Z,6448.6,2020,100.6,,,3.192,6.448600000000001,5.22077143359282
2022-03-12T09:18:14Z,10330.5,3894,147.3,,,2.653,10.3305,6.28236774599487
2022-03-11T17:00:10Z,9175.1,2728,120.0,,,3.363,9.1751,4.955440994285257
2022-03-10T16:47:21Z,10474.3,2872,25.1,,,3.647,10.4743,4.569915571128063
2022-03-09T20:00:09Z,7242.1,2205,0.0,,,3.284,7.242100000000001,5.074494966929481
2022-03-08T16:17:05Z,13689.0,4334,169.2,,,3.159,13.689,5.27674288358049
2022-03-07T16:11:27Z,8047.7,2077,78.1,,,3.875,8.047699999999999,4.301436021057777
2022-03-05T09:09:44Z,8851.3,2483,183.3,,,3.565,8.851299999999998,4.675396081178284
2022-03-04T16:08:38Z,8453.6,2443,42.6,,,3.46,8.4536,4.816488438850509
2022-03-03T16:10:03Z,8382.9,2303,94.3,,,3.64,8.3829,4.578765502789409
2022-03-02T16:15:30Z,8260.8,2342,59.3,,,3.527,8.2608,4.725127509845697
2022-03-01T16:19:27Z,11849.9,3682,135.1,,,3.218,11.8499,5.178665361451714
2022-02-28T16:32:49Z,9631.6,2970,95.3,,,3.243,9.6316,5.139333028780265
2022-02-27T15:40:43Z,4320.6,1462,50.6,,,2.955,4.320600000000001,5.639648814207902
2022-02-26T12:10:47Z,4833.3,1465,52.8,,,3.299,4.8333,5.051758977648122
2022-02-24T10:14:27Z,8943.1,2652,5.7,,,3.372,8.943100000000001,4.942357795395332
2022-02-23T09:56:36Z,11271.5,3447,24.2,,,3.27,11.2715,5.096925874994455
2022-02-22T16:58:07Z,6442.8,2020,55.3,,,3.19,6.4428,5.225471327166242
2022-02-20T09:37:29Z,5239.1,1630,86.5,,,3.214,5.2391000000000005,5.185368988312241
2022-02-19T09:25:20Z,8858.9,2729,61.3,,,3.246,8.8589,5.134196495426445
2022-02-17T16:01:41Z,10550.2,3245,109.7,,,3.251,10.5502,5.126285125716416
2022-02-15T18:17:11Z,5149.9,1680,0.0,,,3.065,5.1499,5.436998776675275
2022-02-14T15:58:41Z,6445.5,2112,68.8,,,3.052,6.4455,5.461174462803506
2022-02-13T11:36:39Z,5647.1,1776,49.5,,,3.18,5.6471,5.241628446459245
2022-02-11T15:54:19Z,4843.3,1592,62.0,,,3.042,4.8433,5.4783584195348904
2022-02-09T14:56:29Z,4836.0,1446,2.9,,,3.344,4.836,4.983457402812242
2022-02-08T16:02:36Z,9665.6,2907,115.5,,,3.325,9.6656,5.012622082436684
2022-02-07T17:28:17Z,321.9,60,0.0,,,5.365,0.32189999999999996,3.106554830692762
2022-02-07T15:54:03Z,11105.9,3295,122.6,,,3.371,11.1059,4.944819120167359
2022-02-05T12:41:57Z,12884.4,3858,45.3,,,3.34,12.8844,4.990531184998914
2022-02-04T15:58:58Z,8053.1,2520,37.3,,,3.196,8.0531,5.2153828960276165
2022-02-03T15:57:36Z,16100.1,5395,171.2,,,2.984,16.1001,5.584851439846129
2022-02-02T14:38:02Z,11279.3,3257,59.8,,,3.463,11.2793,4.8126509032770945
2022-02-01T15:58:24Z,7023.6,2403,73.2,,,2.923,7.0236,5.702203997949769
2022-01-31T15:59:13Z,9089.8,2968,85.4,,,3.063,9.089799999999999,5.441997256998688
2022-01-29T11:28:40Z,16099.8,4846,166.3,,,3.322,16.0998,5.016625465326692
2022-01-28T16:45:07Z,6617.7,2028,141.6,,,3.263,6.6177,5.107514695437992
2022-01-27T15:56:21Z,10494.1,3044,43.4,,,3.447,10.4941,4.834462539268097
2022-01-26T15:58:45Z,14954.0,4353,160.4,,,3.435,14.954,4.851544737194061
2022-01-25T15:55:54Z,10194.4,3207,90.6,,,3.179,10.1944,5.243074629208193
2022-01-24T15:56:28Z,11917.6,3452,74.5,,,3.452,11.9176,4.827593922713746
2022-01-22T12:18:43Z,12353.8,3671,167.7,,,3.365,12.3538,4.952592184860799
2022-01-21T15:49:43Z,7176.8,1978,2.9,,,3.628,7.1768,4.593504997584811
2022-01-20T15:57:18Z,11282.7,3327,64.0,,,3.391,11.2827,4.914603773919364
2022-01-19T14:46:01Z,12913.7,3963,142.9,,,3.259,12.9137,5.114723123504495
2022-01-18T14:16:03Z,12912.7,3825,26.1,,,3.376,12.912700000000001,4.937000007744313
2022-01-17T10:44:34Z,7826.9,2402,86.5,,,3.258,7.826899999999999,5.11483899543029
2022-01-16T08:43:00Z,9177.2,2789,72.1,,,3.29,9.177200000000001,5.065088843365442
2022-01-14T17:04:51Z,7551.9,2269,56.8,,,3.328,7.5519,5.007569838936781
2022-01-13T16:07:35Z,8228.9,2096,44.1,,,3.926,8.2289,4.2452008571416995
2022-01-12T14:38:47Z,10296.5,3484,117.3,,,2.955,10.2965,5.639456773337218
2022-01-10T16:47:19Z,4035.3,1287,40.9,,,3.135,4.0353,5.315589918965132
2022-01-08T09:55:08Z,12988.8,3664,61.6,,,3.545,12.9888,4.701486408803483
2022-01-07T16:19:35Z,6284.3,1985,55.4,,,3.166,6.2843,5.264442075224502
2022-01-06T16:39:34Z,6908.7,2223,69.1,,,3.108,6.9087,5.362803421772548
